year_of_birth,gender,education_level,social_stratum,nationality,department,municipality,id_last_four,last_name_initial,form,score,video,fake_news_a,fake_news_b,fake_news_c,fake_news_d,fake_news_e,fake_news_f,fake_news_g,fake_news_h,fake_news_i,fake_news_j,fake_news_k,fake_news_l,fake_news_m,fake_news_n,fake_news_o,fake_news_p,fake_news_q,fake_news_r,fake_news_s,tweet_a_lack_of_information,tweet_a_report,tweet_b_lack_of_information,tweet_b_report,headline_1,headline_2,headline_3,headline_4,headline_5,headline_6,headline_7,headline_8,ie_confidence_a,ie_confidence_b,ie_confidence_c,ie_confidence_d,ie_confidence_e,ie_confidence_f,ie_confidence_g,ie_confidence_h,ie_confidence_i,ie_discrimination_a,ie_discrimination_b,ie_discrimination_c,ie_discrimination_d,ie_discrimination_e,ie_discrimination_f,ie_ambiguity_tolerance_a,ie_ambiguity_tolerance_b,ie_ambiguity_tolerance_c,ie_ambiguity_tolerance_d,ie_ambiguity_tolerance_e,ie_ambiguity_tolerance_f,ie_ambiguity_tolerance_g,ie_ambiguity_tolerance_h,ie_ambiguity_tolerance_i,ie_ambiguity_tolerance_j,ie_dehumanization_left,ie_dehumanization_center,ie_dehumanization_right,duration,date
1999,Hombre,Título universitario,Estrato 2,Colombia,Santander,Bucaramanga,649,B,Deshumanización,,Sí,1,1,5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,1,1,,4,3,3,1,1,3,3,1,3,5,4,5,5,5,3,1,5,5,5,5,3,5,3,5,5,"Sorpresa,Inquietud,Orgullo,Educación,Emoción,Impresión","Imprudencia,Inquietud,Arrepentimiento,Agitación,Tensión,Impresión","Compasión,Sospecha,Impresión,Imprudencia,Vergüenza,Agitación",,
1984,Mujer,Técnico / Tecnológico,Estrato 2,Colombia,Valle del Cauca,Cali,2652,A,Deshumanización,5,Sí,2,2,2,2,2,2,3,3,2,3,3,3,2,2,3,2,3,3,3,1,0,1,1,,1,,,,,1,1,3,3,2,1,1,3,2,2,3,2,2,2,2,2,2,4,3,2,4,4,3,4,3,2,3,"Amistad,Disciplina,Dedicación,Trabajo,Educación,Cordialidad","Amistad,Trabajo,Cordialidad,Educación,Dedicación,Timidez","Trabajo,Disciplina,Educación,Dedicación,Amistad,Cordialidad",,
2000,Hombre,Técnico / Tecnológico,Estrato 4,Colombia,Cundinamarca,Chia,9867,M,Deshumanización,5,No,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,,,,,1,1,,1,5,5,5,1,0,5,5,5,5,1,1,1,1,1,1,5,2,3,3,5,2,4,2,3,5,"Educación,Amistad,Trabajo,Disciplina,Dedicación,Orgullo","Trabajo,Amistad,Emoción,Disciplina,Educación,Orgullo","Trabajo,Disciplina,Educación,Orgullo,Emoción,Amistad",,
1980,Hombre,Posgrado,Estrato 3,Colombia,Antioquia,Medellín,1835,R,Tolerancia a la ambigüedad,3.2,No,1,1,1,1,4,2,1,1,1,1,4,5,1,2,3,1,5,1,4,1,1,1,1,1,,,,,,1,1,2,2,2,0,0,2,4,2,2,2,2,2,2,2,2,2,2,4,5,4,2,5,2,2,4,"Imprudencia,Extroversión,Orgullo,Dedicación,Trabajo,Educación","Educación,Trabajo,Disciplina,Orgullo,Aburrición,Amistad","Agitación,Educación,Orgullo,Tensión,Inquietud,Disciplina",,
1986,Hombre,Título universitario,Estrato 5,Colombia,Risaralda,Pereira,6525,C,Confianza,1,Sí,1,2,1,4,2,1,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,,,,1,,,1,1,4,2,3,1,1,1,1,1,3,2,2,2,2,2,2,5,3,2,3,5,2,4,1,1,4,"Educación,Disciplina,Trabajo,Dedicación,Timidez,Emoción","Inquietud,Compasión,Agitación,Aburrición,Extroversión,Imprudencia","Imprudencia,Impresión,Agitación,Tensión,Inquietud,Vergüenza",,
1962,Mujer,Título universitario,Estrato 4,Colombia,Bogotá D.C.,Bogotá D.C.,7780,A,Tolerancia a la ambigüedad,,Sí,1,1,4,3,1,2,4,4,1,1,4,4,3,3,2,2,4,1,3,1,1,1,1,,,,1,,1,1,,4,3,3,0,1,2,2,3,2,2,2,3,2,2,3,3,2,4,4,4,3,4,3,3,4,"Emoción,Amistad,Cordialidad,Orgullo,Disciplina,Extroversión","Orgullo,Dedicación,Arrepentimiento,Sospecha,Compasión,Inquietud","Sospecha,Emoción,Aburrición,Tensión,Imprudencia,Impresión",,
1976,Mujer,Posgrado,Estrato 4,Colombia,Bogotá D.C.,Bogotá D.C.,4992,S,Tolerancia a la ambigüedad,3.5999999,No,2,3,3,3,4,2,2,2,2,1,2,4,2,4,1,4,5,1,4,1,0,1,1,1,,,1,,,,1,3,4,2,1,0,3,3,2,4,2,1,2,3,1,2,4,3,3,4,4,3,3,2,2,4,"Sospecha,Inquietud,Agitación,Tensión,Educación,Dedicación","Cordialidad,Disciplina,Trabajo,Educación,Inquietud,Impresión","Sospecha,Orgullo,Nostalgia,Disciplina,Dedicación,Inquietud",,
2000,Mujer,Técnico / Tecnológico,Estrato 1,Colombia,Bogotá D.C.,Bogotá D.C.,7491,H,Discriminización,.2,Sí,1,1,5,5,1,3,1,3,1,1,1,1,1,1,2,1,2,3,1,0,1,1,1,,,,,,1,1,1,4,3,3,1,1,3,2,3,3,1,1,1,1,1,1,5,1,3,1,5,1,3,4,5,5,"Trabajo,Dedicación,Impresión,Cordialidad,Disciplina,Amistad","Extroversión,Dedicación,Trabajo,Imprudencia,Educación,Cordialidad","Cordialidad,Amistad,Orgullo,Educación,Dedicación,Disciplina",,
1973,Mujer,Posgrado,Estrato 4,Colombia,Bogotá D.C.,Bogotá D.C.,4928,R,,,No,2,5,4,3,2,4,3,2,5,1,3,5,4,1,4,3,5,4,3,1,0,1,0,1,,,,,,1,1,4,3,3,1,0,3,3,3,4,1,2,2,2,2,3,2,3,3,3,4,3,3,2,3,4,"Agitación,Nostalgia,Imprudencia,Impresión,Tensión,Disciplina","Trabajo,Emoción,Educación,Dedicación,Cordialidad,Imprudencia","Orgullo,Inquietud,Tensión,Trabajo,Disciplina,Imprudencia",,
1989,Mujer,Título universitario,Estrato 4,Venezuela,Bogotá D.C.,Teusaquillo,2080,C,Discriminización,,Sí,1,2,4,1,4,2,1,3,1,1,1,4,3,2,1,3,3,1,1,1,1,1,1,,,,,,1,1,1,4,4,3,1,1,2,2,1,4,2,2,2,1,2,1,3,3,5,5,4,4,3,2,3,3,"Trabajo,Inquietud,Educación,Disciplina,Emoción,Compasión","Trabajo,Educación,Dedicación,Disciplina,Cordialidad,Orgullo","Trabajo,Disciplina,Orgullo,Educación,Emoción,Tensión",,
1966,Hombre,Título universitario,Estrato 5,Colombia,Antioquia,Medellín,8170,R,Tolerancia a la ambigüedad,3.4000001,No,2,3,1,1,4,3,1,1,3,4,4,5,1,4,1,2,3,2,4,1,1,1,1,,,,,1,,1,1,4,4,4,1,0,4,3,3,4,4,1,1,1,1,1,5,4,3,2,4,2,4,2,3,2,"Trabajo,Agitación,Imprudencia,Educación,Tensión,Sorpresa","Educación,Cordialidad,Trabajo,Disciplina,Orgullo,Dedicación","Trabajo,Dedicación,Disciplina,Educación,Orgullo,Emoción",,
1983,Mujer,Posgrado,Estrato 6,Colombia,Bogotá D.C.,Bogotá D.C.,4819,V,,,No,1,5,1,3,5,3,1,1,5,5,4,4,1,1,1,1,1,1,5,1,1,1,1,1,1,,,,,,1,3,3,3,1,1,1,1,1,4,1,1,4,1,1,4,2,1,1,2,5,2,3,1,3,5,"Tensión,Aburrición,Arrepentimiento,Imprudencia,Vergüenza,Sospecha","Timidez,Sorpresa,Nostalgia,Sospecha,Compasión,Inquietud","Trabajo,Amistad,Educación,Disciplina,Cordialidad,Orgullo",,
1996,Mujer,Técnico / Tecnológico,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,3196,A,,,No,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,,,,1,,,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Cordialidad,Orgullo,Educación,Dedicación,Compasión,Disciplina","Tensión,Agitación,Imprudencia,Vergüenza,Sospecha,Inquietud","Imprudencia,Vergüenza,Aburrición,Tensión,Inquietud,Sospecha",,
1971,Hombre,Posgrado,Estrato 4,Colombia,Bogotá D.C.,Bogota,6903,R,,,No,2,2,2,5,4,1,1,1,2,1,5,1,4,1,5,5,5,1,2,1,0,1,0,1,,,,1,,1,,4,2,3,0,1,2,1,1,3,1,1,3,3,1,5,4,4,5,5,5,4,3,3,1,4,"Educación,Inquietud,Arrepentimiento,Vergüenza,Sospecha,Impresión","Vergüenza,Arrepentimiento,Sospecha,Aburrición,Educación,Nostalgia","Tensión,Amistad,Emoción,Cordialidad,Agitación,Orgullo",,
1996,Hombre,Técnico / Tecnológico,Estrato 3,Colombia,Cundinamarca,Chia,70,Z,Deshumanización,,Sí,3,3,2,5,3,2,1,3,3,2,2,3,3,1,1,1,5,2,3,1,1,1,1,,,,,1,1,,1,5,5,5,1,1,5,5,5,5,1,1,1,1,1,1,5,3,4,4,5,3,2,2,3,4,"Trabajo,Emoción,Disciplina,Educación,Amistad,Dedicación","Orgullo,Emoción,Dedicación,Trabajo,Educación,Amistad","Trabajo,Orgullo,Educación,Emoción,Amistad,Dedicación",,
1985,Mujer,Título universitario,Estrato 4,Colombia,Bogotá D.C.,Bogotá D.C.,6592,Z,,,No,1,4,5,1,4,4,1,1,2,1,1,1,2,2,1,4,3,1,3,1,0,1,0,,1,,1,,,,1,2,2,2,0,1,3,2,2,3,2,3,3,1,1,3,4,3,2,2,4,1,3,3,1,3,"Agitación,Tensión,Sospecha,Educación,Inquietud,Orgullo","Cordialidad,Timidez,Vergüenza,Arrepentimiento,Educación,Sospecha","Trabajo,Disciplina,Educación,Inquietud,Dedicación,Orgullo",,
1997,Mujer,Técnico / Tecnológico,Estrato 3,Colombia,Antioquia,Medellín,4859,Z,Deshumanización,1,Sí,3,4,3,3,3,3,3,3,4,3,4,2,3,3,2,3,3,3,4,0,1,1,1,,,1,,1,,,1,3,4,4,1,1,3,4,3,4,4,4,4,4,5,3,4,3,3,4,4,3,3,4,5,5,"Arrepentimiento,Timidez,Compasión,Tensión,Imprudencia,Impresión","Educación,Trabajo,Disciplina,Orgullo,Dedicación,Emoción","Dedicación,Disciplina,Cordialidad,Educación,Orgullo,Trabajo",,
1983,Mujer,Posgrado,Estrato 6,Colombia,Valle del Cauca,Cali,7832,E,Discriminización,.2,No,1,2,3,2,3,1,3,1,2,1,1,1,1,1,1,2,4,3,1,0,0,1,0,1,,1,,,,,1,5,4,4,1,0,3,2,3,4,2,2,2,2,2,2,4,4,2,1,4,1,4,1,4,4,"Trabajo,Inquietud,Sorpresa,Agitación,Emoción,Educación","Inquietud,Tensión,Emoción,Amistad,Trabajo,Sorpresa","Trabajo,Sorpresa,Dedicación,Amistad,Emoción,Educación",,
1956,Hombre,Posgrado,Estrato 6,Colombia,Bogotá D.C.,Bogotá D.C.,9138,M,Tolerancia a la ambigüedad,,Sí,1,4,1,2,3,4,1,1,2,1,1,3,1,2,1,2,4,2,3,1,1,1,1,,1,,,1,,,1,3,3,3,1,1,1,2,2,4,2,2,3,4,1,2,5,5,2,5,5,5,3,5,4,5,"Disciplina,Agitación,Tensión,Trabajo,Sorpresa,Dedicación","Trabajo,Disciplina,Educación,Orgullo,Cordialidad,Dedicación","Inquietud,Disciplina,Educación,Dedicación,Orgullo,Emoción",,
1984,Hombre,Posgrado,Estrato 6,Colombia,Bogotá D.C.,Bogotá D.C.,1394,U,Deshumanización,,Sí,1,5,5,4,5,1,1,1,1,1,5,5,1,5,1,5,5,1,2,1,1,1,0,1,,1,,,,,1,4,2,3,0,1,2,2,1,2,1,1,1,1,1,1,4,1,1,1,5,1,1,1,4,4,"Tensión,Emoción,Agitación,Inquietud,Compasión,Nostalgia","Dedicación,Cordialidad,Educación,Disciplina,Compasión,Inquietud","Tensión,Vergüenza,Timidez,Trabajo,Sospecha,Disciplina",,
1967,Mujer,Técnico / Tecnológico,Estrato 3,Colombia,Cundinamarca,Cajicá,6353,S,,,No,3,2,1,3,2,2,2,1,3,4,4,1,3,1,3,3,4,3,4,1,0,1,1,,,,,,1,1,1,4,3,3,1,1,3,3,3,3,2,3,3,3,2,3,3,5,3,4,4,3,5,2,4,3,"Imprudencia,Orgullo,Agitación,Tensión,Sospecha,Aburrición","Arrepentimiento,Sorpresa,Aburrición,Vergüenza,Inquietud,Agitación","Cordialidad,Trabajo,Disciplina,Emoción,Educación,Dedicación",,
1995,Hombre,Técnico / Tecnológico,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,7669,G,Discriminización,.76666665,No,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,,1,,1,,,,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Timidez,Cordialidad,Sorpresa,Sospecha,Educación,Emoción","Aburrición,Sospecha,Agitación,Disciplina,Timidez,Vergüenza","Amistad,Agitación,Timidez,Extroversión,Compasión,Educación",,
1973,Hombre,Título universitario,Estrato 3,Colombia,Bogotá D.C.,Bogotá D.C.,2935,C,,,No,1,3,3,1,4,3,1,1,3,4,1,1,1,1,3,1,3,1,4,1,0,1,0,,,1,,1,,,1,3,3,3,1,1,1,2,2,4,3,3,3,3,3,3,4,5,5,5,5,3,5,5,1,4,"Agitación,Orgullo,Inquietud,Imprudencia,Arrepentimiento,Sospecha","Timidez,Aburrición,Arrepentimiento,Educación,Impresión,Cordialidad","Vergüenza,Trabajo,Orgullo,Inquietud,Disciplina,Educación",,
1948,Mujer,Técnico / Tecnológico,Estrato 3,Colombia,Bogotá D.C.,Bogotá D.C.,2676,A,Discriminización,.69999999,Sí,1,3,3,5,3,3,1,3,3,2,4,4,3,2,4,3,4,3,2,1,0,1,0,1,,,,,,1,1,3,3,3,1,1,2,3,2,2,3,3,3,3,3,3,3,4,4,3,4,3,4,3,4,2,"Aburrición,Tensión,Trabajo,Arrepentimiento,Inquietud,Educación","Amistad,Emoción,Disciplina,Nostalgia,Aburrición,Tensión","Emoción,Cordialidad,Dedicación,Disciplina,Nostalgia,Amistad",,
1993,Hombre,Bachillerato,Estrato 4,Colombia,Bogotá D.C.,Bogotá D.C.,7885,D,Discriminización,.86666667,No,5,5,5,3,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,1,1,1,1,,,,,1,1,,1,2,1,3,0,0,1,3,3,1,3,3,3,3,3,4,1,2,2,1,3,3,2,2,1,1,"Emoción,Nostalgia,Tensión,Dedicación,Agitación,Aburrición","Arrepentimiento,Nostalgia,Emoción,Sospecha,Tensión,Inquietud","Sorpresa,Educación,Emoción,Orgullo,Timidez,Amistad",,
1997,Hombre,Técnico / Tecnológico,Estrato 1,Colombia,Bogotá D.C.,Bogotá D.C.,2619,D,Tolerancia a la ambigüedad,4.0999999,No,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,,,,,1,1,,1,1,1,0,1,5,1,5,1,5,4,4,2,1,5,4,4,4,5,4,4,5,5,5,5,"Disciplina,Extroversión,Impresión,Nostalgia,Trabajo,Vergüenza","Nostalgia,Emoción,Amistad,Impresión,Trabajo,Sospecha","Aburrición,Orgullo,Tensión,Disciplina,Arrepentimiento,Educación",,
2000,Hombre,Técnico / Tecnológico,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,50,C,Tolerancia a la ambigüedad,2.8,Sí,3,1,5,5,1,1,5,1,1,1,5,3,3,3,3,3,5,1,3,1,0,0,0,,1,,,1,,,1,5,2,3,0,0,2,2,2,3,5,4,3,4,3,5,3,2,3,4,4,2,2,3,2,4,"Emoción,Aburrición,Impresión,Arrepentimiento,Orgullo,Cordialidad","Cordialidad,Impresión,Disciplina,Agitación,Inquietud,Arrepentimiento","Nostalgia,Amistad,Trabajo,Inquietud,Tensión,Aburrición",,
2001,Mujer,Bachillerato,Estrato 1,Colombia,Bogotá D.C.,Bogotá D.C.,221,D,,,No,3,5,3,4,5,5,3,2,4,3,4,4,4,2,3,4,5,2,1,0,1,1,1,,,1,1,,,1,,5,5,5,1,1,3,3,3,3,5,4,1,5,5,3,5,3,5,5,3,3,5,5,5,5,"Cordialidad,Vergüenza,Sorpresa,Tensión,Educación,Extroversión","Inquietud,Impresión,Amistad,Imprudencia,Tensión,Extroversión","Tensión,Imprudencia,Amistad,Aburrición,Compasión,Educación",,
1958,Mujer,Técnico / Tecnológico,Estrato 4,Colombia,Cundinamarca,BOGOTA,2835,P,,,No,1,1,1,1,5,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,,,,,,1,5,3,3,1,1,1,2,2,4,1,1,4,1,1,1,4,5,5,5,5,3,5,4,2,4,"Cordialidad,Imprudencia,Compasión,Sospecha,Emoción,Agitación","Orgullo,Trabajo,Nostalgia,Amistad,Disciplina,Inquietud","Amistad,Emoción,Extroversión,Trabajo,Imprudencia,Arrepentimiento",,
1979,Mujer,Título universitario,Estrato 5,Colombia,Valle del Cauca,Jamundi,947,M,,,No,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,3,4,5,2,3,4,3,4,"Imprudencia,Aburrición,Vergüenza,Tensión,Sospecha,Timidez","Nostalgia,Impresión,Timidez,Cordialidad,Tensión,Educación","Educación,Trabajo,Disciplina,Orgullo,Dedicación,Cordialidad",,
1980,Mujer,Posgrado,Estrato 6,Colombia,Bogotá D.C.,Bogotá D.C.,6783,S,,,No,1,5,1,2,5,4,1,1,2,1,5,4,1,1,1,3,5,1,5,1,0,1,0,,1,,,1,,,1,4,3,3,1,1,3,4,1,4,1,1,1,1,1,1,3,1,2,2,5,1,1,1,5,3,"Aburrición,Inquietud,Agitación,Tensión,Vergüenza,Orgullo","Educación,Dedicación,Trabajo,Impresión,Emoción,Amistad","Orgullo,Disciplina,Trabajo,Sospecha,Tensión,Agitación",,
1992,Mujer,Técnico / Tecnológico,Estrato 3,Colombia,Atlántico,Barranquilla,990,M,Tolerancia a la ambigüedad,3.3,No,1,3,2,2,3,3,5,4,4,1,4,4,3,2,1,1,1,1,3,1,1,1,1,,,1,1,,,1,,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,5,1,1,3,5,5,5,5,1,5,"Impresión,Extroversión,Agitación,Inquietud,Sospecha,Emoción","Inquietud,Imprudencia,Disciplina,Amistad,Orgullo,Aburrición","Educación,Trabajo,Orgullo,Compasión,Sorpresa,Dedicación",,
1988,Hombre,Posgrado,Estrato 6,España,Bogotá D.C.,Bogotá D.C.,4082,F,Discriminización,.36666667,No,1,5,3,4,4,3,2,1,1,1,4,5,1,1,1,3,5,1,4,1,0,1,0,1,,1,,,,,1,3,3,3,1,1,3,3,3,3,4,5,1,2,4,4,3,2,3,1,4,1,3,2,1,5,"Imprudencia,Educación,Nostalgia,Tensión,Compasión,Agitación","Educación,Trabajo,Amistad,Disciplina,Nostalgia,Dedicación","Tensión,Nostalgia,Agitación,Educación,Imprudencia,Disciplina",,
1976,Mujer,Primaria,Estrato 1,Colombia,Bogotá D.C.,Bogotá D.C.,1236,R,Confianza,.5,Sí,2,1,4,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,0,,,1,1,,1,,,1,1,1,0,0,1,5,1,1,1,1,2,1,1,1,5,5,5,4,4,5,5,4,5,5,"Compasión,Dedicación,Tensión,Amistad,Disciplina,Sorpresa","Cordialidad,Dedicación,Imprudencia,Tensión,Orgullo,Nostalgia","Impresión,Trabajo,Vergüenza,Sospecha,Sorpresa,Agitación",,
1985,Hombre,Bachillerato,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,8754,P,Confianza,,Sí,4,3,4,4,4,4,4,4,3,3,4,3,3,4,3,4,4,3,3,0,0,1,1,1,1,,1,,,,,4,4,3,0,1,3,4,4,4,3,4,4,4,4,3,3,3,4,4,4,4,3,3,3,4,"Orgullo,Educación,Aburrición,Disciplina,Inquietud,Sospecha","Vergüenza,Emoción,Cordialidad,Sospecha,Trabajo,Tensión","Arrepentimiento,Sorpresa,Cordialidad,Impresión,Sospecha,Amistad",,
1967,Mujer,Técnico / Tecnológico,Estrato 3,Colombia,Bogotá D.C.,Bogotá D.C.,6356,S,,,No,1,3,4,3,1,4,3,2,2,3,4,2,2,3,1,4,4,2,3,1,1,1,0,,,1,,1,1,,,2,2,2,1,1,2,2,1,3,4,3,4,3,3,4,3,3,3,4,5,2,5,3,3,4,"Aburrición,Sospecha,Imprudencia,Agitación,Orgullo,Tensión","Trabajo,Emoción,Cordialidad,Agitación,Disciplina,Amistad","Educación,Disciplina,Trabajo,Dedicación,Cordialidad,Amistad",,
1982,Hombre,Título universitario,Estrato 4,Colombia,Bogotá D.C.,Bogotá D.C.,9671,V,Deshumanización,,Sí,4,3,3,3,3,3,2,3,3,2,4,3,3,4,3,4,4,3,2,0,0,0,0,,,,1,,1,,1,3,3,2,1,1,2,3,1,3,1,1,1,1,1,1,5,2,4,2,4,4,5,5,3,5,"Agitación,Tensión,Compasión,Aburrición,Imprudencia,Trabajo","Timidez,Sospecha,Cordialidad,Nostalgia,Arrepentimiento,Compasión","Orgullo,Disciplina,Educación,Cordialidad,Sorpresa,Dedicación",,
1992,Mujer,Bachillerato,Estrato 3,Colombia,Atlántico,Soledad,60,R,Tolerancia a la ambigüedad,3,No,5,1,5,4,4,1,5,1,1,1,1,5,5,1,1,4,5,1,1,1,0,0,0,,,1,,,1,1,,2,2,5,0,1,2,2,1,5,2,2,2,4,2,1,5,5,1,5,2,2,5,2,2,2,"Educación,Impresión,Orgullo,Sorpresa,Tensión,Trabajo","Educación,Orgullo,Impresión,Dedicación,Disciplina,Cordialidad","Inquietud,Emoción,Educación,Disciplina,Orgullo,Cordialidad",,
1986,Hombre,Bachillerato,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,5869,O,Confianza,.75,No,3,3,3,4,4,4,3,3,3,4,3,4,3,4,4,4,4,4,4,1,0,0,0,1,,,1,,,1,,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,3,"Disciplina,Timidez,Dedicación,Sorpresa,Sospecha,Impresión","Trabajo,Orgullo,Inquietud,Emoción,Compasión,Sospecha","Orgullo,Disciplina,Amistad,Imprudencia,Aburrición,Sospecha",,
1992,Hombre,Posgrado,Estrato 5,Colombia,Bogotá D.C.,Bogotá D.C.,3354,P,,,No,1,5,4,3,5,1,1,1,2,1,3,5,1,4,2,4,5,3,4,1,0,1,0,,,,1,,,1,1,4,4,4,1,1,4,4,3,4,2,4,1,1,1,3,4,4,2,2,5,3,4,3,2,2,"Emoción,Sospecha,Extroversión,Imprudencia,Agitación,Compasión","Educación,Cordialidad,Compasión,Timidez,Amistad,Trabajo","Disciplina,Emoción,Agitación,Sospecha,Orgullo,Nostalgia",,
1966,Hombre,Título universitario,Estrato 4,Colombia,Bogotá D.C.,Bogotá D.C.,1759,B,Tolerancia a la ambigüedad,3.4000001,No,3,1,1,5,5,1,3,1,1,3,5,5,1,3,1,5,5,1,1,1,1,1,1,,1,1,,,,,1,4,4,4,1,0,2,1,1,3,1,1,1,1,1,1,5,5,5,3,5,3,5,3,1,3,"Amistad,Imprudencia,Sospecha,Emoción,Inquietud,Sorpresa","Trabajo,Emoción,Orgullo,Agitación,Tensión,Sospecha","Educación,Aburrición,Dedicación,Sospecha,Sorpresa,Nostalgia",,
1971,Mujer,Posgrado,Estrato 6,Colombia,Bogotá D.C.,Bogotá D.C.,1141,O,,,No,1,3,3,1,4,1,1,1,1,1,3,4,1,1,1,1,3,1,2,1,0,1,0,,,1,,,,1,1,4,4,3,1,0,3,5,3,4,1,2,2,2,2,1,5,5,5,4,5,3,3,3,4,4,"Agitación,Tensión,Emoción,Aburrición,Sospecha,Impresión","Disciplina,Trabajo,Dedicación,Emoción,Inquietud,Educación","Disciplina,Educación,Amistad,Trabajo,Dedicación,Orgullo",,
1977,Hombre,Título universitario,Estrato 5,Colombia,Quindío,Calarcá,7485,M,Deshumanización,4.3299999,No,1,1,2,1,4,2,1,3,3,4,2,1,1,3,1,1,1,4,4,0,0,1,0,1,,,,,1,1,,3,3,3,0,1,3,2,2,4,3,3,3,3,2,4,5,5,5,3,5,4,3,3,4,3,"Sospecha,Vergüenza,Aburrición,Tensión,Agitación,Extroversión","Educación,Dedicación,Disciplina,Trabajo,Cordialidad,Orgullo","Educación,Dedicación,Disciplina,Trabajo,Orgullo,Amistad",,
1997,Mujer,Bachillerato,Estrato 1,Colombia,Atlántico,Malambo,3201,Z,Confianza,0,No,4,4,2,3,3,5,2,4,4,1,2,2,2,5,1,2,2,1,5,1,0,1,0,1,,,,,,1,1,3,3,4,0,1,1,3,3,1,1,1,1,3,1,1,4,2,4,2,2,2,2,2,2,2,"Sorpresa,Trabajo,Aburrición,Extroversión,Vergüenza,Inquietud","Sorpresa,Amistad,Sospecha,Imprudencia,Educación,Arrepentimiento","Impresión,Amistad,Arrepentimiento,Timidez,Inquietud,Extroversión",,
1995,Hombre,Técnico / Tecnológico,Estrato 3,Colombia,Bogotá D.C.,Bogotá D.C.,1256,V,Discriminización,,Sí,4,5,5,1,2,5,1,4,5,2,4,5,3,3,4,2,5,3,5,1,1,1,1,,,1,1,,1,,,1,1,1,0,1,1,1,2,2,1,1,2,2,1,5,4,5,2,3,5,5,1,1,4,1,"Arrepentimiento,Vergüenza,Educación,Sospecha,Extroversión,Amistad","Cordialidad,Timidez,Compasión,Educación,Sospecha,Extroversión","Timidez,Arrepentimiento,Compasión,Nostalgia,Dedicación,Inquietud",,
1997,Mujer,Bachillerato,Estrato 1,Colombia,Atlántico,Manatí,3021,Z,Tolerancia a la ambigüedad,3,No,2,1,1,3,4,2,3,5,5,1,2,2,3,5,2,1,5,5,1,1,1,0,0,,,,1,,,1,1,2,1,1,0,0,5,4,5,1,1,1,1,1,1,1,2,3,2,2,1,2,3,5,1,3,"Tensión,Extroversión,Aburrición,Emoción,Agitación,Educación","Orgullo,Impresión,Imprudencia,Arrepentimiento,Vergüenza,Educación","Aburrición,Orgullo,Arrepentimiento,Emoción,Compasión,Amistad",,
1999,Mujer,Título universitario,Estrato 6,Colombia,Bogotá D.C.,Bogotá D.C.,1525,P,Confianza,.5,Sí,1,4,4,4,3,3,2,2,4,4,4,5,2,3,1,3,4,4,3,1,1,0,0,,1,,,1,,,1,4,3,3,0,1,4,2,2,5,1,1,1,1,1,1,5,5,3,5,4,4,5,2,2,4,"Extroversión,Orgullo,Impresión,Aburrición,Agitación,Amistad","Dedicación,Cordialidad,Educación,Compasión,Orgullo,Disciplina","Emoción,Educación,Orgullo,Nostalgia,Trabajo,Amistad",,
1977,Mujer,Título universitario,Estrato 4,Colombia,Valle del Cauca,Cartago,228,G,Deshumanización,2.6700001,No,1,3,4,1,2,3,1,3,3,1,3,1,3,1,3,1,3,3,3,1,0,1,1,,1,,,,,1,1,4,4,4,1,1,3,3,1,3,3,4,3,3,3,4,4,4,4,4,4,2,3,2,4,2,"Agitación,Tensión,Imprudencia,Orgullo,Sospecha,Inquietud","Orgullo,Imprudencia,Agitación,Tensión,Sospecha,Vergüenza","Orgullo,Trabajo,Inquietud,Aburrición,Sorpresa,Sospecha",,
